timestamp,Traffic_bps,Traffic_bps_scaled,Traffic_Mbps_scaled,Traffic_Predicted_Mbps,Traffic_Prediction_Uncertainty
2019-04-19 13:30,777732621,150569035.4256,150.5690354256,129.12762451171875,124.49008117050913
2019-04-19 13:45,802485471,155361187.18559998,155.3611871856,129.32310485839844,124.36341005548789
2019-04-19 14:00,801848467,155237863.2112,155.2378632112,129.39854431152344,124.23704562162789
2019-04-19 14:15,896836958,173627635.0688,173.6276350688,129.32608032226562,124.35949397296744
2019-04-19 14:30,814837260,157752493.53599998,157.75249353599995,130.5270233154297,124.31435286511883
2019-04-19 14:45,802259856,155317508.1216,155.3175081216,131.01365661621094,124.11974007745374
2019-04-19 15:00,808417776,156509681.4336,156.5096814336,130.87135314941406,124.10532606287548
2019-04-19 15:15,853656836,165267963.44959998,165.2679634496,130.41586303710938,124.11974007745374
2019-04-19 15:30,890574320,172415188.352,172.415188352,130.48805236816406,124.27723264917955
2019-04-19 15:45,822267892,159191063.8912,159.1910638912,131.31024169921875,124.27723264917955
2019-04-19 16:00,837376298,162116051.2928,162.11605129280002,131.4271240234375,124.19285994355083
2019-04-19 16:15,838243920,162284022.912,162.284022912,131.34988403320312,124.19596214145106
2019-04-19 16:30,863249571,167125116.9456,167.1251169456,131.13931274414062,124.21377323966152
2019-04-19 16:45,944147323,182786921.7328,182.7869217328,131.2144317626953,124.60121770517065
2019-04-19 17:00,982741481,190258750.7216,190.2587507216,132.6132049560547,124.87960163157128
2019-04-19 17:15,969915675,187775674.68,187.77567468,135.13731384277344,125.0650611661163
2019-04-19 17:30,956977420,185270828.512,185.270828512,137.78045654296875,124.95380667716199
2019-04-19 17:45,996179885,192860425.736,192.860425736,139.9613037109375,124.84055876065962
2019-04-19 18:00,994153926,192468200.0736,192.4682000736,142.2133331298828,124.8314290983981
2019-04-19 18:15,909932018,176162838.6848,176.1628386848,144.12850952148438,124.40043590799294
2019-04-19 18:30,1013217879,196158981.3744,196.1589813744,144.3028106689453,124.16128357937242
2019-04-19 18:45,966287703,187073299.3008,187.0732993008,145.05020141601562,124.15536227387464
2019-04-19 19:00,911815056,176527394.8416,176.5273948416,145.182373046875,123.87191810831357
2019-04-19 19:15,916678209,177468901.2624,177.4689012624,144.1302490234375,123.76644337970569
2019-04-19 19:30,827697862,160242306.0832,160.24230608320002,142.5757598876953,123.4781394972819
2019-04-19 19:45,834430489,161545742.6704,161.5457426704,139.5269317626953,123.31898377002781
2019-04-19 20:00,727757422,140893836.8992,140.89383689919998,136.09295654296875,122.74275345891714
2019-04-19 20:15,790231375,152988794.2,152.9887942,131.21572875976562,122.29210908333407
2019-04-19 20:30,772532426,149562277.6736,149.5622776736,127.05828857421875,121.95859332048599
2019-04-19 20:45,871733756,168767655.1616,168.7676551616,123.47250366210938,121.8908875564277
2019-04-19 21:00,850452913,164647683.95679998,164.6476839568,122.12711334228516,121.9042989595173
2019-04-19 21:15,854016116,165337520.0576,165.3375200576,121.87791442871094,121.79930784350985
2019-04-19 21:30,795439974,153997178.9664,153.9971789664,122.37580871582031,121.70718554084517
2019-04-19 21:45,808782448,156580281.9328,156.5802819328,122.4158935546875,121.54280443842075
2019-04-19 22:00,763959775,147902612.44,147.90261243999998,122.40927124023438,121.10400267383324
2019-04-19 22:15,783624174,151709640.0864,151.7096400864,121.72491455078125,120.78944216583562
2019-04-19 22:30,782740574,151538575.1264,151.5385751264,121.04244232177734,120.36544366499257
2019-04-19 22:45,719367613,139269569.8768,139.2695698768,120.44060516357422,119.74902632633022
2019-04-19 23:00,623325693,120675854.1648,120.6758541648,119.02696990966797,119.31443552999512
2019-04-19 23:15,643051525,124494775.24,124.49477524,115.94116973876953,118.87408856417215
2019-04-19 23:30,627228449,121431427.7264,121.4314277264,112.62210845947266,118.69606015007255
2019-04-19 23:45,474091720,91784156.992,91.784156992,109.30662536621094,118.69606015007255
2019-04-20 00:00,564056523,109201342.8528,109.2013428528,104.15806579589844,118.69606015007255
2019-04-20 00:15,607895965,117688658.824,117.688658824,99.73765563964844,118.69606015007255
2019-04-20 00:30,626790153,121346573.6208,121.3465736208,97.03109741210938,118.69606015007255
2019-04-20 00:45,597769915,115728255.544,115.728255544,96.08210754394531,118.69606015007255
2019-04-20 01:00,651645634,126158594.7424,126.15859474239998,95.87291717529297,118.69606015007255
2019-04-20 01:15,595737053,115334693.4608,115.3346934608,97.09099578857422,118.69606015007255
2019-04-20 01:30,561813070,108767010.352,108.767010352,98.02294158935547,118.69606015007255
2019-04-20 01:45,463585454,89750143.8944,89.7501438944,98.2478256225586,118.69606015007255
2019-04-20 02:00,425009322,82281804.7392,82.2818047392,96.78787994384766,118.68290824642708
2019-04-20 02:15,299511439,57985414.5904,57.9854145904,94.00033569335938,118.68148099948439
2019-04-20 02:30,259542883,50247502.1488,50.2475021488,88.78174591064453,118.69874950794804
2019-04-20 02:45,235223499,45539269.4064,45.5392694064,82.1986083984375,118.69352413277768
2019-04-20 03:00,208990194,40460501.5584,40.4605015584,75.35557556152344,118.6348536675467
2019-04-20 03:15,248949792,48196679.7312,48.1966797312,68.95462036132812,118.39719935844454
