Actual_Traffic,Predicted_Traffic,UPF_Config,Energy_Wh_Actual,QoS_Score_Actual
53.277107,57.935516,"('OAI', 1)",0.12247096747159958,0.9351184368133545
35.42388,56.518105,"('OAI', 1)",0.0736919566988945,0.9308375716209412
47.45612,54.70937,"('OAI', 1)",0.10531309992074966,0.9343644380569458
37.72016,53.982197,"('OAI', 1)",0.07728620618581772,0.9322159886360168
21.84361,53.3402,"('OAI', 1)",0.05200605466961861,0.920611560344696
25.453272,51.849167,"('OAI', 1)",0.06204019859433174,0.9237834215164185
17.19933,50.444008,"('OAI', 1)",0.046348828822374344,0.9212493300437927
16.19572,48.881237,"('OAI', 1)",0.04388706758618355,0.9208359122276306
21.965464,47.955906,"('OAI', 1)",0.05234803631901741,0.9205697774887085
12.941642,48.28591,"('OAI', 1)",0.03480939939618111,0.9181896448135376
10.3884,49.447178,"('OAI', 1)",0.026939740404486656,0.9156204462051392
22.716663,50.97636,"('OAI', 1)",0.05440216138958931,0.9212117195129395
17.236969,53.464943,"('OAI', 1)",0.04644458368420601,0.9212648868560791
22.082718,56.33962,"('OAI', 1)",0.052679020911455154,0.9205663800239563
30.278791,59.66705,"('OAI', 1)",0.05713461712002754,0.927423894405365
40.8504,63.258694,"('OAI', 1)",0.08240928500890732,0.9333477020263672
46.865154,67.34016,"('OAI', 1)",0.10333060473203659,0.93427973985672
45.933895,71.68073,"('OAI', 1)",0.10017254203557968,0.9341214299201965
62.40672,75.533035,"('OAI', 1)",0.14404000341892242,0.9358788728713989
67.527664,79.41051,"('OAI', 1)",0.15496015548706055,0.934639573097229
61.40251,83.43766,"('OAI', 1)",0.14160704612731934,0.9358037114143372
59.779446,86.69107,"('OAI', 1)",0.13802412152290344,0.9356993436813354
77.649216,89.04557,"('OAI', 1)",0.17437221109867096,0.9319086074829102
88.1261,91.37253,"('OAI', 1)",0.1995464712381363,0.9291860461235046
98.43567,93.88165,"('DPDK', 1)",0.2049478441476822,0.9748921394348145
92.40783,96.63087,"('DPDK', 1)",0.20491808652877808,0.9748288989067078
113.16378,99.0436,"('DPDK', 1)",0.20502038300037384,0.9749972820281982
107.78299,102.669106,"('DPDK', 1)",0.2049950212240219,0.9749882221221924
117.49064,106.30153,"('DPDK', 1)",0.20503991842269897,0.9749974608421326
113.30455,109.74867,"('DPDK', 1)",0.20502102375030518,0.9749985933303833
132.88963,112.32339,"('DPDK', 1)",0.2051020860671997,0.9751277565956116
126.8769,115.634346,"('DPDK', 1)",0.20508071780204773,0.9750750660896301
